site;Total;Nb_dif_Sp;Margalef_Index
406358_3310U;127;27;18.97
381398_3302U;190;30;28.45
407695_3309U;178;31;26.65
449018_3319U;522;43;78.43
458193_3321U;2338;51;351.82
433235_3316U;19;8;2.71
450949_3320U;31;10;4.52
483795_3327U;168;7;25.14
497567_3329U;20;5;2.86
426701_3902U;457;43;68.65
206256_3285U;21;6;3.01
1898587_3035U;112;21;16.71
1873684_3145U;313;31;46.97
1214643_1348U;271,572;32;40.73
1107319_1380U;220,502;24;33.04
1054815_1372U;298,5;21;44.79
1071251_1373U;733,714;45;110.31
239069_3287U;1461;25;219.79
1925305_1183U;329,498;37;49.45
1355493_3125U;328;26;49.23
1579813_3133U;182;32;27.25
1344998_3153U;216;28;32.37
1458445_3005U;2577;33;387.8
1409269_3095U;467;34;70.15
1470931_3128U;593;45;89.12
1501763_3130U;429;31;64.43
1422396_3157U;733;34;110.2
1907233_1138U;228,504;30;34.25
1903650_1167U;261;31;39.14
1898683_1170U;483,5;25;72.64
426702_3315U;122;13;18.22
1922543_1217U;166;16;24.84
1923919_1619U;537,502;38;80.77
2014753_1035U;427,5;36;64.21
2013506_1140U;419;37;62.93
1917229_1174U;462,502;37;69.48
1916657_1232U;491;23;73.77
1874996_3103U;204;22;30.56
1212522_3176U;523;30;78.58
1224325_3171U;412,002;34;61.87
1564053_3006U;56;9;8.28
1491255_3052U;212;25;31.76
95838_3265U;56,502;10;8.36
55149_3271U;75;15;11.14
1458453_3002U;754;21;113.36
1407966_3090U;338;33;50.73
1447320_3091U;1787;37;268.87
1472902_3109U;632,504;36;95.07
1449307_3153U;1648,5;28;248.02
1485374_3135U;469,502;35;70.53
1839559_3021U;214;30;32.07
1852015_3022U;320;30;48.02
1852679_3023U;187,5;18;28.08
1814654_3101U;347,5;31;52.16
2016621_1098U;283,5;37;42.53
2021363_1099U;470;37;70.6
1918074_1160U;103,788;14;15.47
929946_1477U;314,3;27;47.17
1252512_3162U;525,5;38;78.96
1331882_3163U;224;23;33.57
1880474_1169U;378,502;32;56.83
1900562_1171U;385,5;30;57.88
1906004_1181U;164;20;24.54
1699211_3124U;628,5;35;94.47
1707081_3125U;432,502;39;64.96
1636240_3142U;519,002;32;77.98
1789737_3147U;566,5;38;85.13
1642751_3508U;4;2;0.45
886019_1473U;417,75;35;62.74
1261362_2087U;358,568;31;53.83
1312975_2576U;146;31;21.83
1483963_2236U;191,25;28;28.64
1508753_2257U;455;27;68.35
1438610_2219U;213;29;31.92
1452949_2220U;234,4;33;35.14
1565788_2541U;893,502;34;134.36
1581001_2547U;234,5;24;35.15
1493531_2610U;565,5;30;84.98
1210297_2621U;315,202;32;47.3
1764115_3020U;147,5;23;22.05
1779219_3060U;475,002;35;71.36
1774638_3100U;69,5;14;10.31
1772678_3146U;265;25;39.74
1777272_3157U;586,5;36;88.14
1417791_3045U;577,5;32;86.79
1406645_3084U;374;27;56.15
1320747_3178U;590,5;30;88.75
1557490_3005U;155,5;32;23.26
1226931_3161U;653;28;98.15
1274174_3169U;442;25;66.39
1246625_3172U;222,5;38;33.35
1254497_3173U;356;28;53.44
1294508_3174U;1090,5;36;164.02
98455_3273U;269,5;16;40.42
261282_3290U;382,5;14;57.43
1729338_3016U;186,5;20;27.93
1737208_3017U;199,5;27;29.88
1746393_3018U;354;32;53.14
1737232_3072U;382,502;33;57.43
1747736_3098U;536,002;35;80.54
145058_3276U;92;14;13.7
1707048_3015U;161;19;24.09
1788398_3061U;547;38;82.2
1786429_3073U;499,5;29;75.05
1810705_3076U;595,5;32;89.5
1814641_3077U;668,5;36;100.49
1275458_3158U;395,5;19;59.39
1148894_3206U;224,5;21;33.65
1112164_3208U;220,002;25;32.97
1880226_3026U;82,502;22;12.27
1885515_3148U;311,5;33;46.74
1175788_3177U;467,5;26;70.23
971150_3193U;463;25;69.55
1026897_3194U;1250,5;36;188.1
1001327_3209U;321;32;48.17
334863_3221U;36;10;5.27
362435_3225U;14;6;1.96
364389_3226U;49,5;11;7.3
1600797_3057U;227;28;34.02
1659855_3122U;151,5;22;22.66
1747754_3128U;228,5;25;34.25
1683469_3145U;483,002;29;72.56
864333_1381U;238;21;35.68
859573_1426U;422;27;63.38
1941899_3065U;256,5;33;38.46
1966837_3083U;420,018;30;63.08
1932739_3105U;322,752;30;48.44
812771_1467U;170;24;25.44
357843_3224U;16,5;6;2.33
1973714_1114U;170;17;25.44
942348_1442U;34;8;4.97
1927457_3031U;191;27;28.6
1949772_3066U;293,07;32;43.97
2048205_3087U;185,5;24;27.78
2064605_3089U;151,5;19;22.66
1966850_3106U;202;28;30.26
866780_1461U;160;12;23.94
1006376_1363U;1295,5;39;194.88
1431570_2149U;826;24;124.2
1543006_2546U;613;33;92.13
1625698_3011U;110;6;16.41
1626365_3012U;176,5;18;26.42
1642796_3013U;348,5;28;52.31
1650645_3058U;340;27;51.03
1638845_3095U;415,666;29;62.43
1608677_3114U;399,5;33;59.99
1627040_3115U;226;24;33.87
1281204_2231U;155,5;32;23.26
1244264_2239U;138;24;20.62
1618106_2265U;507;34;76.18
1608657_3009U;96;23;14.3
1679503_3059U;231,5;22;34.7
1666387_3071U;665;39;99.96
1686730_3096U;232,5;31;34.85
1687388_3097U;448,502;33;67.37
1625830_1277U;2322,36;40;349.47
1612515_1293U;737,502;28;110.88
1922909_3149U;389,002;24;58.41
285001_3216U;69;13;10.24
2016673_3038U;202;16;30.26
2037031_3042U;311,864;28;46.8
1988504_3118U;221;24;33.12
174595_3269U;44;5;6.47
133899_3275U;140,5;14;21
2006188_3035U;180,5;33;27.02
2009477_3036U;115;8;17.16
2012741_3037U;144;28;21.53
2016678_3039U;168,5;22;25.22
2016693_3040U;114,5;10;17.09
334227_3222U;15;3;2.11
344043_3223U;33,5;8;4.89
1969439_3032U;199,5;33;29.88
1996988_3034U;68,5;17;10.16
2050761_3043U;229,336;25;34.37
1893352_3027U;263,502;34;39.52
1890742_3104U;801,5;38;120.51
1311780_1316U;276;30;41.4
1841198_1235U;613,8;35;92.25
1752613_1246U;535,184;31;80.42
1993100_1134U;280,5;27;42.08
1760124_1280U;377,5;33;56.68
1756075_1331U;679,818;45;102.19
1903833_3028U;108;20;16.11
1914325_3029U;548,502;30;82.42
1916956_3030U;170,502;25;25.52
1922219_3064U;180;23;26.95
1810913_1256U;1153,5;47;173.5
1774711_1262U;302,002;21;45.31
1591634_3140U;484,002;30;72.71
1486668_3051U;125;16;18.67
1523421_3137U;653;25;98.15
1570647_3156U;569;25;85.51
1343856_1352U;84;11;12.5
72217_3272U;429,5;19;64.51
18614_3277U;206;12;30.86
73722_3279U;199,5;8;29.88
698259_3179U;483;24;72.56
739613_3188U;142,5;9;21.3
790776_3197U;274,5;19;41.17
295507_3217U;30;7;4.37
231839_3283U;30;8;4.37
714688_3187U;279;27;41.85
750762_3196U;455;33;68.35
652329_3212U;297,5;14;44.64
681201_3213U;815;28;122.54
613014_3261U;1200,5;34;180.58
1798439_1271U;158,754;13;23.75
1797993_1345U;502,5;35;75.5
404362_3229U;265,5;21;39.82
405690_3230U;354;25;53.14
396518_3252U;1035,504;49;155.74
364390_3803U;419;22;62.93
1988061_1105U;102;11;15.2
1813409_1247U;1380,502;46;207.68
1796634_1312U;383,728;27;57.62
1817582_1325U;818,002;40;122.99
1798011_1346U;1123,504;33;168.99
485745_3242U;24;11;3.46
555937_3245U;160;20;23.94
447694_3256U;1760,002;48;264.81
473929_3257U;2430,5;28;365.75
1983229_1093U;175,75;31;26.31
1982270_1103U;320,5;22;48.1
1982577_3033U;256,5;28;38.46
2024550_3041U;221,5;17;33.19
1976021_3067U;225,502;27;33.8
2071799_3068U;119,298;23;17.81
126023_3268U;122,5;16;18.29
123409_3270U;251;24;37.64
1429629_3154U;718;25;107.94
2001741_1097U;230,5;31;34.55
1525425_1269U;295,5;27;44.34
1043955_1407U;991,698;45;149.14
1043956_1408U;525,904;34;79.02
1946664_1586U;481,5;38;72.34
901627_3184U;757;28;113.81
918684_3191U;332,502;30;49.91
824885_3198U;232,5;33;34.85
927868_3192U;196,5;23;29.43
907534_3207U;154;16;23.03
883920_3200U;269,502;31;40.42
1849873_1227U;567,002;45;85.21
1835998_1152U;306,004;33;45.92
1833099_1194U;470;42;70.6
1834217_1240U;567,5;38;85.28
1844098_1186U;195,502;14;29.28
1577820_3008U;22;9;3.16
1546366_3092U;409;24;61.42
1590321_3120U;1184,5;36;178.17
189190_3281U;154;20;23.03
209494_3282U;307,002;19;46.07
1846278_1219U;1025,504;47;154.23
1608032_3121U;506,002;31;76.02
1629680_3141U;642,002;26;96.5
1648043_3144U;535;33;80.39
1854503_1145U;296,502;34;44.49
1850956_1220U;627,502;35;94.32
1386808_1657U;488,502;37;73.39
1529957_3055U;2970,004;37;446.96
1550285_3070U;290,5;29;43.58
1516851_3110U;341;25;51.18
1562777_3155U;443;31;66.54
1523420_3802U;1165;31;175.23
1425004_3046U;710,25;38;106.77
1456490_3049U;246;26;36.88
1836947_3078U;1232,004;42;185.32
1358764_1335U;650,09;38;97.72
1279410_3165U;497,5;28;74.74
1194151_3167U;1111;23;167.1
111578_3267U;109,5;15;16.33
111587_3274U;182,002;17;27.25
385400_3227U;174,5;26;26.12
420171_3233U;31;12;4.52
483808_3241U;5;2;0.6
368287_3251U;85,5;16;12.72
481810_3258U;589,5;37;88.59
1112985_1733U;527;37;79.19
1452583_3134U;398;27;59.77
569720_3246U;55;13;8.13
572343_3247U;27;9;3.91
649756_3250U;107;17;15.96
607767_3260U;818;32;122.99
416175_3231U;67;12;9.94
418830_3232U;106,5;17;15.88
445735_3235U;25;11;3.61
477197_3240U;37;7;5.42
505451_3244U;27;9;3.91
1514683_2334U;548;47;82.35
1909108_3073U;529;18;79.49
1893349_3136U;191;20;28.6
1894663_3147U;108;22;16.11
1928789_3069U;591;31;88.82
1915011_3077U;318,25;26;47.76
1262339_3160U;72;9;10.69
1238099_3244U;410;25;61.57
1529299_3068U;818;42;122.99
1526674_3075U;237;26;35.53
1480116_3276U;314;39;47.12
1798898_3059U;666;37;100.11
1764786_3062U;348;29;52.24
1821870_3089U;291;25;43.66
1808711_3145U;63;16;9.33
1921992_1164U;560;32;84.15
1949115_3076U;365;37;54.8
1882885_3090U;540;40;81.14
1426986_3096U;221;24;33.12
1348937_3122U;247;35;37.03
2021761_1226U;499;43;74.97
2020069_1399U;870;36;130.82
1743153_3101U;204;28;30.56
1442057_3153U;99;16;14.75
1730699_3191U;209;19;31.31
1782517_3235U;360;35;54.05
1362725_3237U;412;37;61.87
1375842_3238U;733;26;110.2
1786457_3263U;201;20;30.11
1787736_3645U;416;29;62.48
1796252_3647U;32;14;4.67
1470926_3065U;232;26;34.78
1352870_3106U;365;32;54.8
1573238_3157U;22;10;3.16
1307626_3247U;459;28;68.95
1918307_3110U;858;26;129.02
1761491_1783U;265;22;39.74
1716239_3066U;324;33;48.63
1909090_3125U;233;28;34.93
1701800_3137U;159;30;23.79
1892031_3143U;347;29;52.09
1720163_3175U;346;42;51.94
1725448_3210U;376;34;56.45
1784960_1347U;694;40;104.33
1958303_3081U;173;24;25.89
1808711_3903U;39;21;5.72
1272194_3103U;372;32;55.85
1603394_3128U;71;13;10.54
1548305_3131U;87;14;12.95
1543713_3144U;164;19;24.54
1598191_3199U;421;41;63.23
1918639_1122U;77;18;11.44
1916041_1216U;399;34;59.92
1339304_2174U;63;17;9.33
1379627_2197U;145;31;21.68
1844830_1222U;256;39;38.39
1842291_1301U;522;37;78.43
1624403_3057U;106;24;15.81
1630974_3098U;151;28;22.58
1636220_3099U;131;28;19.57
1624383_3127U;180;23;26.95
2042913_3129U;23;8;3.31
2056033_3154U;16;8;2.26
1895378_1635U;217;35;32.52
1614563_3052U;254;28;38.09
1585053_3078U;213;28;31.92
1587673_3080U;230;28;34.47
1607364_3091U;156;24;23.33
1249969_2152U;285;27;42.75
1267016_2256U;245;33;36.73
1224471_2654U;223;34;33.42
1882545_1147U;282;43;42.3
1889365_1121U;263;32;39.44
1891754_1291U;231;35;34.63
1850238_1288U;404;42;60.67
2004886_3141U;253;29;37.94
1374532_3208U;323;28;48.48
1434216_3236U;1465;48;220.4
1385683_3241U;266;28;39.89
1852752_1299U;680;43;102.22
1843021_1358U;421;29;63.23
1713627_3107U;228;32;34.17
1661118_3177U;85;13;12.65
1674277_3196U;153;25;22.88
1678874_3209U;314;35;47.12
1894419_1252U;164;13;24.54
1457804_3060U;992;47;149.19
1487309_3135U;307;32;46.07
1482069_3180U;48;10;7.08
1469635_3206U;343;33;51.49
1474887_3239U;144;20;21.53
1854876_1123U;253;21;37.94
1893055_1133U;482;38;72.41
1107382_1269U;221;29;33.12
1892422_1297U;337;40;50.58
1115796_1769U;263;22;39.44
1115794_1816U;403;43;60.52
1884968_1895U;714;42;107.34
3946_3168U;181;10;27.1
135219_3173U;475;17;71.36
44640_3174U;8;4;1.05
53837_3172U;161;15;24.09
102391_3185U;84;20;12.5
94533_3186U;142;18;21.23
1054767_1180U;527;36;79.19
1844108_1292U;554;43;83.25
1043946_1308U;179;27;26.8
1561436_3064U;173;17;25.89
1562759_3087U;225;24;33.72
1569979_3093U;210;28;31.46
1554864_3140U;134;20;20.02
1588357_3193U;293;27;43.96
1563963_2768U;380;28;57.06
1244333_2229U;164;24;24.54
1182016_2678U;337;49;50.58
954980_1270U;316;37;47.42
1609782_2227U;406;42;60.97
1584909_2667U;257;22;38.54
1523546_1153U;446;30;66.99
1614803_2201U;376;35;56.45
1548690_2330U;998;39;150.09
1410590_1381U;195;28;29.21
1588598_2284U;664;41;99.81
334783_3288U;66;5;9.79
1497968_2275U;951;43;143.02
1433823_2299U;436;29;65.49
1954887_1131U;531;18;79.79
1956109_1580U;288;21;43.21
1439966_1191U;298;29;44.71
1439962_1329U;177;22;26.5
1301328_2248U;547;35;82.2
1354065_2325U;895;38;134.59
2865_3298U;32;7;4.67
1739839_3133U;200;29;29.96
93860_3171U;161;19;24.09
1792364_3204U;301;25;45.16
1770055_3255U;158;18;23.64
1764805_3277U;237;26;35.53
1564065_3061U;508;45;76.33
1547666_3071U;406;42;60.97
1535185_3150U;104;20;15.51
108975_3182U;226;19;33.87
2044924_3197U;240;22;35.98
2044266_3198U;211;20;31.61
124724_3170U;498;18;74.82
87973_3187U;67;6;9.94
107665_3188U;460;16;69.1
1943965_1303U;397;34;59.62
1818385_1335U;533;33;80.09
380763_3004U;211;24;31.61
370908_3013U;321;22;48.17
374908_3032U;201;19;30.11
382718_3033U;388;30;58.26
368972_3039U;47;10;6.93
395897_3524U;407;31;61.12
1525471_1331U;287;30;43.06
1603895_1555U;359;25;53.89
930492_3218U;126;16;18.82
752072_3220U;256;32;38.39
994112_3259U;1027;41;154.46
1756746_1340U;680;37;102.22
1785457_1348U;341;30;51.18
2023268_3117U;332;28;49.83
691697_3163U;220;19;32.97
916060_3224U;315;25;47.27
825540_3227U;355;20;53.29
913433_3280U;427;31;64.13
919993_3281U;205;12;30.71
909497_3284U;401;28;60.22
1740044_1205U;445;36;66.84
637958_3019U;88;8;13.1
1173822_3214U;155;18;23.18
969184_3249U;600;34;90.18
1143645_3251U;372;36;55.85
967872_3254U;918;47;138.05
333470_3287U;107;7;15.96
233806_3291U;54;15;7.98
231182_3799U;203;17;30.41
717938_3164U;148;13;22.13
748794_3215U;516;18;77.53
717309_3223U;69;13;10.24
878673_3248U;87;12;12.95
794057_3269U;129;26;19.27
582201_3030U;63;16;9.33
660896_3228U;173;19;25.89
869183_1265U;444;28;66.69
883564_1274U;473;35;71.06
204286_3290U;352;12;52.84
211499_3790U;137;12;20.47
170170_3795U;136;20;20.32
1138030_1008U;128;17;19.12
1006402_1048U;198;22;29.66
952384_1111U;667;36;100.26
990901_1262U;280;18;42
990919_1266U;967;32;145.43
1661148_3088U;139;22;20.78
1691322_3095U;294;26;44.11
1676879_3149U;253;35;37.94
1667685_3179U;227;30;34.02
893084_1024U;169;23;25.29
840602_1173U;169;20;25.29
812682_1376U;206;28;30.86
803520_1314U;365;36;54.8
810430_1315U;364;38;54.65
805808_1369U;241;34;36.13
810430_1368U;592;38;88.97
805808_1373U;943;38;141.81
1993378_1898U;261;30;39.14
1402061_3094U;223;25;33.42
1444697_3113U;167;26;24.99
1474224_3190U;365;37;54.8
1816273_1013U;16;7;2.26
1794797_1206U;209;29;31.31
534292_3024U;58;11;8.58
532994_3041U;74;16;10.99
510667_3047U;534;32;80.24
519193_3049U;472;30;70.91
529034_3262U;12;4;1.66
199030_3800U;539;27;80.99
1760803_1152U;285,25;28;42.79
1758761_1200U;335;25;50.28
430006_3001U;498;36;74.82
500867_3009U;29;12;4.22
443749_3042U;169;17;25.29
419481_3043U;198;25;29.66
562512_3261U;288;27;43.21
306666_3509U;24;6;3.46
394557_3011U;362;31;54.35
415553_3018U;76;13;11.29
393197_3021U;3;2;0.3
402457_3025U;53;14;7.83
419518_3031U;158;20;23.64
428640_3512U;23;5;3.31
1678301_1738U;367;31;55.1
567093_3005U;144;24;21.53
486409_3008U;207;25;31.01
465429_3010U;68;14;10.09
489706_3038U;206;21;30.86
596609_3046U;65;14;9.63
692380_3216U;886;42;133.23
719276_3221U;697;39;104.78
905323_1172U;493;42;74.07
857236_1235U;234;29;35.08
854867_1257U;395;43;59.31
2009237_1360U;357;33;53.59
838328_1374U;508;38;76.33
852478_1377U;505;28;75.87
2007937_1896U;273;41;40.95
864395_1234U;626;39;94.09
854887_1276U;612;18;91.98
2002492_1860U;234;26;35.08
924949_1272U;650;39;97.7
927429_1273U;399;32;59.92
924946_1320U;459;31;68.95
1381716_3132U;176;21;26.35
1288576_3159U;231;22;34.63
1274145_3161U;16;8;2.26
1322055_3211U;790;38;118.78
1322057_3245U;243;29;36.43
1333211_3257U;582;30;87.47
1869765_3085U;282;28;42.3
1860551_3152U;72;22;10.69
1836971_3231U;468;31;70.3
1845498_3900U;386;38;57.96
1337948_1006U;700;37;105.23
1358776_3116U;236;27;35.38
1383028_3156U;40;16;5.87
1533917_3192U;231;24;34.63
1525389_3266U;703;30;105.68
1491926_3120U;246;29;36.88
1547032_3230U;355;33;53.29
1928123_3051U;439;42;65.94
2041589_3138U;23;12;3.31
333573_3007U;20;7;2.86
343423_3028U;25;4;3.61
357165_3029U;295;25;44.26
361106_3022U;172;25;25.74
1885517_3265U;1772;29;266.61
2000265_1230U;391;35;58.71
2037709_3232U;425;30;63.83
2063293_3272U;297;22;44.56
2065262_3278U;257;26;38.54
1223281_1188U;218;27;32.67
2003949_1803U;755;27;113.51
1966838_3070U;208;16;31.16
1990470_3097U;174;29;26.04
